pairs_id,indate_date,first_instrument,second_instrument,prime_instrument,boundary_unit_num,region_drift,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,up_boundary_5,up_boundary_4,up_boundary_3,up_boundary_2,up_boundary_1,down_boundary_1,down_boundary_2,down_boundary_3,down_boundary_4,down_boundary_5,today_fee,wait_window,favor_times,unfavor_times,abs_threshold,boundary_tick_lock,wait2_windows,after_tick,night_type,if_add,limitcoef,abs_threshold_after,kind,before_tick,before_cancel_flag,before_cancel_num,max_position,min_position,region_tick_lock,region_unit_num,if_SP,SP_InstruemntID
HC2402-2403,20220907_1,HC2402.XSGE,HC2403.XSGE,HC2403.XSGE,0,0,2.0,0.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,HC,0,1,1,133,0,20,40,0,
HC2403-2404,20220907_1,HC2403.XSGE,HC2404.XSGE,HC2403.XSGE,0,0,2.0,0.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,HC,0,1,1,133,0,20,40,0,
RB2307-2308,20220907_1,RB2307.XSGE,RB2308.XSGE,RB2308.XSGE,0,0,-5.0,-15.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2308-2309,20220907_1,RB2308.XSGE,RB2309.XSGE,RB2309.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,15,40,0,
RB2309-2310,20220907_1,RB2309.XSGE,RB2310.XSGE,RB2310.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,10,40,0,
RB2310-2311,20220907_1,RB2310.XSGE,RB2311.XSGE,RB2310.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2311-2312,20220907_1,RB2311.XSGE,RB2312.XSGE,RB2311.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2312-2401,20220907_1,RB2312.XSGE,RB2401.XSGE,RB2312.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2401-2402,20220907_1,RB2401.XSGE,RB2402.XSGE,RB2401.XSGE,0,0,0.0,-10.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2402-2403,20220907_1,RB2402.XSGE,RB2403.XSGE,RB2402.XSGE,0,0,-5.0,-15.0,-25.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2403-2404,20220907_1,RB2403.XSGE,RB2404.XSGE,RB2403.XSGE,0,0,-5.0,-15.0,-25.0,-40.0,-60.0,-80.0,-100.0,-120.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,267,0,20,40,0,
RB2308-2307,20220907_1,RB2308.XSGE,RB2307.XSGE,RB2307.XSGE,0,0,-45.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,RB,0,1,1,87,0,45,40,0,
FU2307-2308,20220907_0,FU2307.XSGE,FU2308.XSGE,FU2307.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2308-2309,20220907_0,FU2308.XSGE,FU2309.XSGE,FU2309.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2309-2310,20220907_0,FU2309.XSGE,FU2310.XSGE,FU2309.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2310-2311,20220907_0,FU2310.XSGE,FU2311.XSGE,FU2310.XSGE,0,0,22.0,0.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,18,20,0,
FU2311-2312,20220907_0,FU2311.XSGE,FU2312.XSGE,FU2311.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2312-2401,20220907_0,FU2312.XSGE,FU2401.XSGE,FU2312.XSGE,0,0,-10.0,-30.0,-50.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2401-2402,20220907_0,FU2401.XSGE,FU2402.XSGE,FU2401.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2402-2403,20220907_0,FU2402.XSGE,FU2403.XSGE,FU2402.XSGE,0,0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2403-2404,20220907_0,FU2403.XSGE,FU2404.XSGE,FU2403.XSGE,0,0,5.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-80.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,30,40,0,
FU2308-2307,20220907_0,FU2308.XSGE,FU2307.XSGE,FU2308.XSGE,0,0,-45.0,-55.0,-65.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,1,1,1,267,0,22,20,0,
FU2309-2308,20220907_0,FU2309.XSGE,FU2308.XSGE,FU2309.XSGE,0,0,-40.0,-50.0,-60.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,20,20,0,
FU2310-2309,20220907_0,FU2310.XSGE,FU2309.XSGE,FU2309.XSGE,0,0,-40.0,-50.0,-60.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,20,20,0,
FU2311-2310,20220907_0,FU2311.XSGE,FU2310.XSGE,FU2310.XSGE,0,0,-40.0,-50.0,-60.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,FU,0,1,1,267,0,18,20,0,
BU2307-2308,20220914_2,BU2307.XSGE,BU2308.XSGE,BU2307.XSGE,0,0,0.0,-10.0,-15.0,-18.0,-25.0,-30.0,-35.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,20,40,0,
BU2308-2309,20220914_2,BU2308.XSGE,BU2309.XSGE,BU2308.XSGE,0,0,0.0,-10.0,-15.0,-18.0,-25.0,-30.0,-35.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,20,40,0,
BU2309-2310,20220914_2,BU2309.XSGE,BU2310.XSGE,BU2309.XSGE,0,0,0.0,-10.0,-15.0,-18.0,-25.0,-30.0,-35.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,20,40,0,
BU2310-2311,20220914_2,BU2310.XSGE,BU2311.XSGE,BU2310.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,30,20,0,
BU2311-2312,20220914_2,BU2311.XSGE,BU2312.XSGE,BU2311.XSGE,0,0,0.0,-10.0,-15.0,-18.0,-25.0,-30.0,-35.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,20,40,0,
BU2312-2401,20220914_2,BU2312.XSGE,BU2401.XSGE,BU2312.XSGE,0,0,0.0,-10.0,-15.0,-18.0,-25.0,-30.0,-35.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,200,0,20,40,0,
AL2306-2307,20220908_1,AL2306.XSGE,AL2307.XSGE,AL2306.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,12,20,0,
AL2307-2308,20220908_1,AL2307.XSGE,AL2308.XSGE,AL2308.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,16,20,0,
AL2308-2309,20220908_1,AL2308.XSGE,AL2309.XSGE,AL2308.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,18,20,0,
AL2309-2310,20220908_1,AL2309.XSGE,AL2310.XSGE,AL2309.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,18,20,0,
AL2310-2311,20220908_1,AL2310.XSGE,AL2311.XSGE,AL2310.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,18,20,0,
AL2311-2312,20220908_1,AL2311.XSGE,AL2312.XSGE,AL2311.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,18,20,0,
AL2312-2401,20220908_1,AL2312.XSGE,AL2401.XSGE,AL2312.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,20,20,0,
AL2401-2402,20220908_1,AL2401.XSGE,AL2402.XSGE,AL2401.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,20,20,0,
AL2402-2403,20220908_1,AL2402.XSGE,AL2403.XSGE,AL2402.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,20,20,0,
AL2403-2404,20220908_1,AL2403.XSGE,AL2404.XSGE,AL2403.XSGE,0,0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,267,0,20,20,0,
PF2307-2308,20220908_2,PF2307.XZCE,PF2308.XZCE,PF2307.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,40,0,
PF2308-2309,20220908_2,PF2308.XZCE,PF2309.XZCE,PF2309.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,40,0,
PF2309-2310,20220908_2,PF2309.XZCE,PF2310.XZCE,PF2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,40,0,
PF2310-2311,20220908_2,PF2310.XZCE,PF2311.XZCE,PF2310.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
PF2311-2312,20220908_2,PF2311.XZCE,PF2312.XZCE,PF2311.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
PF2312-2401,20220908_2,PF2312.XZCE,PF2401.XZCE,PF2312.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
PF2401-2402,20220908_2,PF2401.XZCE,PF2402.XZCE,PF2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
PF2402-2403,20220908_2,PF2402.XZCE,PF2403.XZCE,PF2402.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
PF2403-2404,20220908_2,PF2403.XZCE,PF2404.XZCE,PF2403.XZCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,PF,0,1,1,267,0,40,20,0,
V2307-2308,20220913_0,V2307.XDCE,V2308.XDCE,V2307.XDCE,0,0,-10.0,-15.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,0,1,1,400,0,10,53,0,
V2308-2309,20220913_0,V2308.XDCE,V2309.XDCE,V2309.XDCE,0,0,0.0,-5.0,-10.0,-15.0,-20.0,-25.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,0,1,1,400,0,18,53,0,
V2309-2310,20220913_0,V2309.XDCE,V2310.XDCE,V2309.XDCE,0,0,0.0,0.0,-5.0,-5.0,-10.0,-15.0,-20.0,-25.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,0,1,1,400,0,20,53,0,
V2310-2311,20220913_0,V2310.XDCE,V2311.XDCE,V2310.XDCE,0,0,0.0,0.0,-5.0,-5.0,-10.0,-15.0,-20.0,-25.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,20,53,0,
V2311-2312,20220913_0,V2311.XDCE,V2312.XDCE,V2311.XDCE,0,0,0.0,0.0,-5.0,-5.0,-10.0,-15.0,-20.0,-25.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,20,53,0,
V2312-2401,20220913_0,V2312.XDCE,V2401.XDCE,V2401.XDCE,0,0,4.0,2.0,-5.0,-10.0,-20.0,-30.0,-40.0,-50.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,20,53,0,
V2401-2402,20220913_0,V2401.XDCE,V2402.XDCE,V2401.XDCE,0,0,0.0,-3.0,-3.0,-3.0,-3.0,-5.0,-15.0,-20.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,40,53,0,
V2402-2403,20220913_0,V2402.XDCE,V2403.XDCE,V2402.XDCE,0,0,0.0,-3.0,-3.0,-3.0,-3.0,-5.0,-15.0,-20.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,40,53,0,
V2403-2404,20220913_0,V2403.XDCE,V2404.XDCE,V2403.XDCE,0,0,-95.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,3,50,99999,2000,40,1,1,8,32,V,1,1,1,400,0,55,53,0,
V2307-2309,20220913_0,V2307.XDCE,V2309.XDCE,V2309.XDCE,0,0,-90.0,-90.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,0,1,1,200,0,100,53,0,
V2309-2403,20220913_0,V2309.XDCE,V2403.XDCE,V2309.XDCE,0,0,0.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,V,0,1,1,200,0,73,20,0,
PP2307-2308,20220915_2,PP2307.XDCE,PP2308.XDCE,PP2308.XDCE,0,0,0.0,-5.0,-10.0,-15.0,-20.0,-25.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2308-2309,20220915_2,PP2308.XDCE,PP2309.XDCE,PP2309.XDCE,0,0,0.0,-5.0,-10.0,-15.0,-20.0,-25.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2309-2310,20220915_2,PP2309.XDCE,PP2310.XDCE,PP2309.XDCE,0,0,0.0,-5.0,-10.0,-15.0,-20.0,-25.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2310-2311,20220915_2,PP2310.XDCE,PP2311.XDCE,PP2310.XDCE,0,0,3.0,-3.0,-10.0,-15.0,-20.0,-20.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2311-2312,20220915_2,PP2311.XDCE,PP2312.XDCE,PP2311.XDCE,0,0,3.0,-3.0,-10.0,-15.0,-20.0,-20.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2312-2401,20220915_2,PP2312.XDCE,PP2401.XDCE,PP2312.XDCE,0,0,0.0,-5.0,-10.0,-15.0,-20.0,-20.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,0,1,1,267,0,20,53,0,
PP2401-2402,20220915_2,PP2401.XDCE,PP2402.XDCE,PP2401.XDCE,0,0,3.0,1.0,-3.0,-15.0,-20.0,-20.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,1,1,1,267,0,20,53,0,
PP2402-2403,20220915_2,PP2402.XDCE,PP2403.XDCE,PP2402.XDCE,0,0,3.0,0.0,-3.0,-15.0,-20.0,-20.0,-30.0,-35.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,1,1,1,267,0,20,53,0,
PP2403-2404,20220915_2,PP2403.XDCE,PP2404.XDCE,PP2403.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,8,32,PP,1,1,1,267,0,20,53,0,
TA2307-2308,20220920_1,TA2307.XZCE,TA2308.XZCE,TA2307.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
